,month,position,artist,album,indicativerevenue,us,uk,de,fr,ca,au,genre
3400,Sep 2005,1,The Black Eyed Peas,Monkey Business,7230.963000000001,4,14,9,26,1,1,
3401,Sep 2005,2,Coldplay,X & Y,7019.819,7,3,2,15,2,5,Rock
3402,Sep 2005,3,Mariah Carey,The Emancipation Of Mimi,6759.161999999999,3,23,35,22,8,13,Pop
3403,Sep 2005,4,Green Day,American Idiot,6418.205,8,23,5,15,3,16,Punk
3404,Sep 2005,5,Gorillaz,Demon Days,5999.554,8,6,17,24,-,5,Hip-Hop/Rap
3405,Sep 2005,6,Kelly Clarkson,Breakaway,5816.95,9,8,13,-,7,2,Pop
3406,Sep 2005,7,Kanye West,Late Registration,5067.009,1,2,14,36,1,16,Hip-Hop/Rap
3407,Sep 2005,8,Hilary Duff,Most Wanted,5030.706,1,-,-,-,1,3,Pop
3408,Sep 2005,9,Gwen Stefani,Love Angel Music Baby,4875.3009999999995,15,16,21,47,9,9,Pop
3409,Sep 2005,10,The Killers,Hot Fuss,4856.829000000001,11,17,-,20,4,31,Rock
3410,Sep 2005,11,50 Cent,The Massacre,4812.254,2,30,13,38,4,21,Hip-Hop/Rap
3411,Sep 2005,12,Jack Johnson,In Between Dreams,4689.097,26,10,18,68,5,18,Alternative Folk
3412,Sep 2005,13,Various Artists,Now 19,4600.271,2,-,-,-,-,-,Hip-Hop/Rap
3413,Sep 2005,14,The Foo Fighters,In Your Honor,4225.331,16,19,22,125,-,3,
3414,Sep 2005,15,Young Jeezy,Let's Get It: Thug Motivation 101,3781.825,6,-,-,-,-,-,Hip-Hop/Rap
3415,Sep 2005,16,System of A Down,Mezmerize,3737.263,23,72,19,31,-,28,
3416,Sep 2005,17,Brad Paisley,Time Well Wasted,3689.208,2,-,-,-,-,-,Country
3417,Sep 2005,18,Crazy Frog,Crazy Frog Presents Crazy Hits,3601.627,19,30,7,4,-,-,Comedy/Spoken Word
3418,Sep 2005,19,Shakira,Fijacion oral - Vol. 1,3574.62,36,-,4,27,-,-,World/International
3419,Sep 2005,20,Staind,Chapter V,3564.225,1,-,37,-,-,-,
3420,Sep 2005,21,The Rolling Stones,A Bigger Bang,3524.966,3,2,1,3,1,4,Rock
3421,Sep 2005,22,Faith Hill,Fireflies,3425.655,3,-,-,-,6,-,Country
3422,Sep 2005,23,Michael Buble,It's Time,3347.3959999999997,21,-,17,-,-,3,
3423,Sep 2005,24,Eric Clapton,Back Home,3314.264,13,19,2,16,-,-,Blues-Rock
3424,Sep 2005,25,James Blunt,Back To Bedlam,3294.6420000000003,-,1,2,7,-,1,Pop/Rock
3425,Sep 2005,26,Fall Out Boy,From Under The Cork Tree,3216.494,13,-,-,-,-,-,Alternative
3426,Sep 2005,27,The White Stripes,Get Behind Me Satan,3062.5209999999997,63,21,60,77,-,37,
3427,Sep 2005,28,Tony Yayo,Thoughts Of A Predicate Felon,3047.685,2,41,34,50,3,-,
3428,Sep 2005,29,Rascal Flatts,Feels Like Today,3025.672,12,-,-,-,-,-,Country
3429,Sep 2005,30,Bow Wow,Wanted,2986.083,10,-,-,-,-,-,Hip-Hop/Rap
3430,Sep 2005,31,Il Divo,Il Divo,2839.855,50,-,92,9,7,23,Easy Listening/Vocal
3431,Sep 2005,32,Keith Urban,Be Here,2779.465,11,-,-,-,-,44,Country
3432,Sep 2005,33,My Chemical Romance,Three Cheers For Sweet Revenge,2769.659,28,51,-,-,-,-,Alternative
3433,Sep 2005,34,Missy 'Misdemeanor' Elliott,The Cookbook,2695.18,31,-,41,133,-,39,
3434,Sep 2005,35,Ying Yang Twins,USA: United State Of Atlanta,2665.111,18,-,-,-,-,-,Hip-Hop/Rap
3435,Sep 2005,36,Mike Jones,Who Is Mike Jones?,2626.342,20,-,-,-,-,-,
3436,Sep 2005,37,Sugarland,Twice The Speed Of Life,2609.361,19,-,-,-,-,-,Country
3437,Sep 2005,38,R Kelly,TP 3 Reloaded,2554.185,21,92,-,113,-,-,
3438,Sep 2005,39,Ciara,Goodies,2534.3289999999997,57,34,67,65,-,-,Pop
3439,Sep 2005,40,The Backstreet Boys,Never Gone,2470.075,52,-,28,19,-,35,
3440,Sep 2005,41,Joss Stone,Mind Body & Soul,2412.306,48,45,33,-,-,-,Soul
3441,Sep 2005,42,Craig David,The Story Goes...,2410.389,-,5,13,5,-,9,
3442,Sep 2005,43,All-American Rejects,Move Along,2381.745,28,-,-,-,-,-,
3443,Sep 2005,44,Toby Keith,Honkytonk University,2372.278,24,-,-,-,-,-,Country
3444,Sep 2005,45,311,Don't Tread On Me,2354.493,5,-,-,-,-,-,Rock
3445,Sep 2005,46,Rihanna,Music Of The Sun,2338.6220000000003,10,35,31,93,7,-,Pop
3446,Sep 2005,47,Dane Cook,Retaliation,2305.2529999999997,22,-,-,-,-,-,
3447,Sep 2005,48,The Click Five,Greetings From Imrie House,2249.011,15,-,-,-,-,-,
3448,Sep 2005,49,John Legend,Get Lifted,2241.526,76,35,-,136,-,-,R&B/Soul
3449,Sep 2005,50,Kidz Bop Kids,Kidz Bop 8,2212.604,25,-,-,-,-,-,
3450,Oct 2005,1,Kanye West,Late Registration,7041.161,2,7,39,75,1,18,Hip-Hop/Rap
3451,Oct 2005,2,Bon Jovi,Have A Nice Day,6417.816,2,2,1,34,1,1,Rock & Roll
3452,Oct 2005,3,The Black Eyed Peas,Monkey Business,6170.005999999999,4,37,26,26,2,4,
3453,Oct 2005,4,Green Day,American Idiot,5441.274,14,41,9,35,3,15,Punk
3454,Oct 2005,5,Kelly Clarkson,Breakaway,5389.121,11,6,35,-,8,2,Pop
3455,Oct 2005,6,Coldplay,X & Y,5164.245,22,8,13,40,8,9,Rock
3456,Oct 2005,7,Mariah Carey,The Emancipation Of Mimi,5014.662,9,16,91,37,-,16,Pop
3457,Oct 2005,8,The Rolling Stones,A Bigger Bang,4873.455,12,32,1,12,10,15,Rock
3458,Oct 2005,9,Gorillaz,Demon Days,4744.0,19,13,31,42,-,6,Hip-Hop/Rap
3459,Oct 2005,10,The Pussycat Dolls,PCD,4741.985,5,15,12,58,-,16,Pop
3460,Oct 2005,11,Paul McCartney,Chaos And Creation In The Backyard,4431.905,6,34,4,13,6,33,Rock & Roll
3461,Oct 2005,12,50 Cent,The Massacre,4371.75,11,46,24,74,5,21,Hip-Hop/Rap
3462,Oct 2005,13,Sean Paul,The Trinity,4269.601,7,11,9,5,4,-,Reggaeton y Hip-Hop
3463,Oct 2005,14,David Gray,Life In Slow Motion,4242.695,16,1,49,-,-,8,
3464,Oct 2005,15,Disturbed,Ten Thousand Fists,4071.3709999999996,1,59,21,-,2,11,Metal
3465,Oct 2005,16,Paul Wall,The Peoples Champ,3874.8759999999997,1,-,-,-,-,-,
3466,Oct 2005,17,James Blunt,Back To Bedlam,3765.824,179,2,2,15,-,1,Pop/Rock
3467,Oct 2005,18,Sheryl Crow,Wildflower,3675.5679999999998,2,25,21,61,1,-,Country
3468,Oct 2005,19,Barbra Streisand,Guilty Pleasures,3646.034,5,-,31,71,9,22,Pop
3469,Oct 2005,20,Gwen Stefani,Love Angel Music Baby,3631.199,34,31,47,28,-,13,Pop
3470,Oct 2005,21,Franz Ferdinand,You Could Have It So Much Better,3574.335,8,1,2,5,3,5,Rock
3471,Oct 2005,22,Damian Marley,Welcome To Jamrock,3472.902,7,34,-,188,-,-,
3472,Oct 2005,23,Nickelback,All The Right Reasons,3438.656,1,13,4,67,1,2,Rock
3473,Oct 2005,24,Young Jeezy,Let's Get It: Thug Motivation 101,3432.2509999999997,10,-,-,-,-,-,Hip-Hop/Rap
3474,Oct 2005,25,Jack Johnson,In Between Dreams,3344.5040000000004,51,17,32,136,-,26,Alternative Folk
3475,Oct 2005,26,The Killers,Hot Fuss,3327.703,31,27,-,45,9,30,Rock
3476,Oct 2005,27,Switchfoot,Nothing Is Sound,3303.571,3,-,-,-,-,25,
3477,Oct 2005,28,Neil Young,Prairie Wind,3290.1859999999997,11,22,16,25,3,-,Alternative
3478,Oct 2005,29,Hilary Duff,Most Wanted,3135.684,20,-,-,-,4,3,Pop
3479,Oct 2005,30,Trisha Yearwood,Jasper County,3014.755,4,-,-,-,-,-,Country
3480,Oct 2005,31,Various Artists,Now 19,3013.353,17,-,-,-,-,-,Hip-Hop/Rap
3481,Oct 2005,32,Gretchen Wilson,All Jacked Up,2951.5690000000004,1,-,-,-,10,-,Country
3482,Oct 2005,33,Shakira,Fijacion oral - Vol. 1,2824.881,47,-,23,47,-,-,World/International
3483,Oct 2005,34,Katie Melua,Piece By Piece,2813.538,-,1,5,16,-,31,Easy Listening/Vocal
3484,Oct 2005,35,Faith Hill,Fireflies,2758.552,10,-,-,-,-,-,Country
3485,Oct 2005,36,Tracy Chapman,Where You Live,2751.0029999999997,49,91,12,11,-,-,Rock
3486,Oct 2005,37,Crazy Frog,Crazy Frog Presents Crazy Hits,2748.4509999999996,71,-,25,6,-,22,Comedy/Spoken Word
3487,Oct 2005,38,Fall Out Boy,From Under The Cork Tree,2740.305,23,-,-,-,-,-,Alternative
3488,Oct 2005,39,HiM,Dark Light,2726.9109999999996,18,18,4,155,-,40,
3489,Oct 2005,40,The Foo Fighters,In Your Honor,2722.31,55,22,50,-,-,10,
3490,Oct 2005,41,Michael Buble,It's Time,2673.1040000000003,57,61,19,49,-,9,
3491,Oct 2005,42,Rihanna,Music Of The Sun,2616.76,40,78,33,123,-,-,Pop
3492,Oct 2005,43,Rascal Flatts,Feels Like Today,2607.986,25,-,-,-,-,-,Country
3493,Oct 2005,44,Various Artists,So Amazing: An All-Star Tribute To Luther Vandross,2545.7470000000003,4,-,-,-,-,-,Hip-Hop/Rap
3494,Oct 2005,45,Eric Clapton,Back Home,2439.132,39,-,10,64,-,-,Blues-Rock
3495,Oct 2005,46,Charlie Wilson,"Charlie, Last Name Wilson",2435.406,10,-,-,-,-,-,
3496,Oct 2005,47,David Banner,Certified,2367.524,6,-,-,-,-,-,
3497,Oct 2005,48,Sugarland,Twice The Speed Of Life,2318.641,30,-,-,-,-,-,Country
3498,Oct 2005,49,Bow Wow,Wanted,2305.4120000000003,28,-,-,107,-,-,Hip-Hop/Rap
3499,Oct 2005,50,Bob Dylan,The Bootleg Series Vol. 7: No Direction Home,2302.899,38,50,-,-,-,50,Rock
3500,Nov 2005,1,Nickelback,All The Right Reasons,6457.383000000001,2,59,6,123,1,3,Rock
3501,Nov 2005,2,The Black Eyed Peas,Monkey Business,6447.179,4,20,53,47,3,9,
3502,Nov 2005,3,Rod Stewart,Thanks For The Memory... The Great American Songbook Vol IV,5501.512,2,3,59,-,2,15,Rock
3503,Nov 2005,4,Kelly Clarkson,Breakaway,5485.133000000001,10,7,47,-,9,4,Pop
3504,Nov 2005,5,Depeche Mode,Playing The Angel,4959.649,7,20,2,3,3,45,
3505,Nov 2005,6,Kanye West,Late Registration,4744.3009999999995,5,22,76,142,-,23,Hip-Hop/Rap
3506,Nov 2005,7,Destiny's Child,Number 1s,4665.914000000001,1,6,27,-,-,10,R&B/Soul
3507,Nov 2005,8,Green Day,American Idiot,4655.637,16,46,20,35,7,19,Punk
3508,Nov 2005,9,Alicia Keys,Unplugged,4622.13,1,-,25,41,-,33,R&B/Soul
3509,Nov 2005,10,Mariah Carey,The Emancipation Of Mimi,4318.667,14,27,-,77,-,31,Pop
3510,Nov 2005,11,Robbie Williams,Intensive Care,4256.975,-,1,1,2,-,1,Pop
3511,Nov 2005,12,The Pussycat Dolls,PCD,4178.045,21,28,12,97,-,32,Pop
3512,Nov 2005,13,Gorillaz,Demon Days,4066.389,27,10,64,87,-,13,Hip-Hop/Rap
3513,Nov 2005,14,Ashlee Simpson,I Am Me,3956.843,1,-,-,-,4,35,Pop
3514,Nov 2005,15,Coldplay,X & Y,3935.072,34,16,28,62,-,14,Rock
3515,Nov 2005,16,Martina McBride,Timeless,3844.84,3,-,-,-,-,-,Country
3516,Nov 2005,17,Stevie Wonder,A Time To Love,3739.0809999999997,5,43,43,32,-,-,R&B/Soul
3517,Nov 2005,18,James Blunt,Back To Bedlam,3737.522,108,5,4,17,8,5,Pop/Rock
3518,Nov 2005,19,Bon Jovi,Have A Nice Day,3705.886,22,50,3,124,5,18,Rock & Roll
3519,Nov 2005,20,Franz Ferdinand,You Could Have It So Much Better,3701.078,27,15,7,29,6,15,Rock
3520,Nov 2005,21,Santana,All That I Am,3648.6809999999996,2,36,6,19,10,36,Rock
3521,Nov 2005,22,Sean Paul,The Trinity,3645.322,28,42,15,20,8,-,Reggaeton y Hip-Hop
3522,Nov 2005,23,Young Jeezy,Let's Get It: Thug Motivation 101,3238.3,10,-,-,-,-,-,Hip-Hop/Rap
3523,Nov 2005,24,Michael Buble,It's Time,3120.4990000000003,54,28,56,35,-,11,
3524,Nov 2005,25,Fall Out Boy,From Under The Cork Tree,3090.134,14,-,-,-,-,-,Alternative
3525,Nov 2005,26,Bun B,Trill,2976.845,6,-,-,-,-,-,
3526,Nov 2005,27,Sheryl Crow,Wildflower,2946.2859999999996,7,-,68,-,9,-,Country
3527,Nov 2005,28,50 Cent,The Massacre,2908.453,44,55,42,45,-,-,Hip-Hop/Rap
3528,Nov 2005,29,Gwen Stefani,Love Angel Music Baby,2906.4390000000003,43,56,78,58,-,22,Pop
3529,Nov 2005,30,Disturbed,Ten Thousand Fists,2892.6490000000003,12,-,66,-,-,21,Metal
3530,Nov 2005,31,Hilary Duff,Most Wanted,2878.63,38,31,-,-,-,17,Pop
3531,Nov 2005,32,Three 6 Mafia,Most Known Unknown,2771.926,18,-,-,-,-,-,
3532,Nov 2005,33,Gary Allan,Tough All Over,2771.823,3,-,-,-,-,-,Country
3533,Nov 2005,34,Rascal Flatts,Feels Like Today,2741.595,17,-,-,-,-,-,Country
3534,Nov 2005,35,Ricky Martin,Life,2729.0890000000004,6,-,57,61,-,44,World/International
3535,Nov 2005,36,blink-182,Greatest Hits,2706.915,6,6,26,-,3,4,Rock
3536,Nov 2005,37,Jack Johnson,In Between Dreams,2697.401,79,26,50,69,-,47,Alternative Folk
3537,Nov 2005,38,Gretchen Wilson,All Jacked Up,2682.83,9,-,-,-,-,-,Country
3538,Nov 2005,39,Twista,The Day After,2548.78,8,-,-,-,-,-,Hip-Hop/Rap
3539,Nov 2005,40,Faith Hill,Fireflies,2547.231,17,-,-,-,-,-,Country
3540,Nov 2005,41,Various Artists,Now 19,2501.206,23,-,-,-,-,-,Hip-Hop/Rap
3541,Nov 2005,42,Melissa Etheridge,Greatest Hits - The Road Less Traveled,2476.087,17,-,61,-,-,-,Rock
3542,Nov 2005,43,The Rolling Stones,A Bigger Bang,2439.567,63,-,16,43,-,-,Rock
3543,Nov 2005,44,Neil Young,Prairie Wind,2434.4339999999997,33,78,30,73,-,-,Alternative
3544,Nov 2005,45,The Killers,Hot Fuss,2413.762,51,45,-,99,-,-,Rock
3545,Nov 2005,46,Katie Melua,Piece By Piece,2372.335,-,4,5,27,-,-,Easy Listening/Vocal
3546,Nov 2005,47,David Gray,Life In Slow Motion,2369.46,64,11,-,-,-,27,
3547,Nov 2005,48,Billy Currington,Doin' Somethin' Right,2317.256,11,-,-,-,-,-,Country
3548,Nov 2005,49,Fiona Apple,Extraordinary Machine,2313.439,14,-,-,71,-,-,Pop
3549,Nov 2005,50,Kirk Franklin,Hero,2274.839,24,-,-,-,-,-,R&B/Soul
3550,Dec 2005,1,Madonna,Confessions On A Dance Floor,8956.206,1,1,1,1,1,1,Pop
3551,Dec 2005,2,Enya,Amarantine,6305.486,6,8,3,5,4,13,World
3552,Dec 2005,3,The Black Eyed Peas,Monkey Business,6100.955,6,16,27,33,7,8,
3553,Dec 2005,4,Mariah Carey,The Emancipation Of Mimi,5600.4259999999995,4,45,70,47,-,31,Pop
3554,Dec 2005,5,Kelly Clarkson,Breakaway,5452.608,8,7,50,-,-,2,Pop
3555,Dec 2005,6,System of A Down,Hypnotize,5444.254,1,11,4,4,1,3,
3556,Dec 2005,7,Various Artists,Now 20,5203.606,1,-,-,-,-,-,Hip-Hop/Rap
3557,Dec 2005,8,50 Cent,Get Rich Or Die Tryin',5081.584,2,41,38,87,2,-,Hip-Hop/Rap
3558,Dec 2005,9,Kenny Chesney,The Road & The Radio,5045.826,1,-,-,-,-,-,Country
3559,Dec 2005,10,Green Day,Bullet In A Bible,4840.67,8,15,7,24,3,8,Punk
3560,Dec 2005,11,Nickelback,All The Right Reasons,4660.361,5,-,34,-,4,20,Rock
3561,Dec 2005,12,James Blunt,Back To Bedlam,4590.774,47,2,4,3,10,5,Pop/Rock
3562,Dec 2005,13,Carrie Underwood,Some Hearts,4575.611,2,-,-,-,-,-,Country
3563,Dec 2005,14,The Pussycat Dolls,PCD,4374.846,21,10,35,151,-,32,Pop
3564,Dec 2005,15,Green Day,American Idiot,4346.8679999999995,16,60,25,47,-,28,Punk
3565,Dec 2005,16,Robbie Williams,Intensive Care,4289.6720000000005,-,2,1,5,-,5,Pop
3566,Dec 2005,17,Eminem,Curtain Call - The Hits,4251.292,1,1,7,-,1,1,Rap
3567,Dec 2005,18,Johnny Cash,Ring Of Fire - The Legend Of Johnny Cash,4236.331,10,43,-,-,-,-,Country
3568,Dec 2005,19,Gorillaz,Demon Days,4027.9840000000004,31,7,80,84,-,27,Hip-Hop/Rap
3569,Dec 2005,20,Coldplay,X & Y,4018.347,43,11,35,43,-,36,Rock
3570,Dec 2005,21,Diana Krall & The Clayton/Hamilton Jazz Orchestra,Christmas Songs,3994.373,17,-,34,52,2,-,
3571,Dec 2005,22,Rod Stewart,Thanks For The Memory... The Great American Songbook Vol IV,3891.407,11,24,90,-,9,25,Rock
3572,Dec 2005,23,Destiny's Child,Number 1s,3765.7940000000003,9,49,62,-,-,16,R&B/Soul
3573,Dec 2005,24,Santana,All That I Am,3527.426,8,-,12,40,-,45,Rock
3574,Dec 2005,25,Il Divo,Ancora,3326.428,-,5,18,18,1,1,Easy Listening/Vocal
3575,Dec 2005,26,Kanye West,Late Registration,3325.817,13,41,-,193,-,48,Hip-Hop/Rap
3576,Dec 2005,27,Hilary Duff,Most Wanted,3253.6059999999998,29,70,-,-,-,28,Pop
3577,Dec 2005,28,Rascal Flatts,Feels Like Today,3236.0820000000003,13,-,-,-,-,-,Country
3578,Dec 2005,29,Big & Rich,Comin' To Your City,3145.618,7,-,-,-,-,-,
3579,Dec 2005,30,Martina McBride,Timeless,3125.235,10,-,-,-,-,-,Country
3580,Dec 2005,31,Il Divo,The Christmas Collection,3055.535,14,-,-,-,-,-,Easy Listening/Vocal
3581,Dec 2005,32,Fall Out Boy,From Under The Cork Tree,3020.756,14,-,-,-,-,-,Alternative
3582,Dec 2005,33,Michael Buble,It's Time,2957.895,49,44,46,131,-,27,
3583,Dec 2005,34,Gwen Stefani,Love Angel Music Baby,2949.8140000000003,38,76,-,65,-,42,Pop
3584,Dec 2005,35,blink-182,Greatest Hits,2856.486,26,33,77,-,-,10,Rock
3585,Dec 2005,36,Faith Hill,Fireflies,2849.032,19,-,-,-,-,-,Country
3586,Dec 2005,37,Shakira,Oral Fixation - Volume 2,2831.743,5,-,6,37,-,-,World/International
3587,Dec 2005,38,Keith Urban,Be Here,2733.698,16,-,-,-,-,46,Country
3588,Dec 2005,39,Bon Jovi,Have A Nice Day,2641.35,44,-,25,-,-,-,Rock & Roll
3589,Dec 2005,40,Sugarland,Twice The Speed Of Life,2628.978,19,-,-,-,-,-,Country
3590,Dec 2005,41,Depeche Mode,Playing The Angel,2532.946,55,-,5,28,-,-,
3591,Dec 2005,42,Neil Diamond,12 Songs,2531.221,4,-,-,-,-,41,Pop
3592,Dec 2005,43,Trace Adkins,Songs About Me,2486.817,29,-,-,-,-,-,Country
3593,Dec 2005,44,Gretchen Wilson,All Jacked Up,2463.864,30,-,-,-,-,-,Country
3594,Dec 2005,45,Ashlee Simpson,I Am Me,2457.694,16,-,-,-,-,-,Pop
3595,Dec 2005,46,Jack Johnson,In Between Dreams,2436.369,74,36,79,108,-,-,Alternative Folk
3596,Dec 2005,47,Sean Paul,The Trinity,2384.971,61,72,73,24,-,-,Reggaeton y Hip-Hop
3597,Dec 2005,48,Alicia Keys,Unplugged,2324.177,20,-,85,95,-,-,R&B/Soul
3598,Dec 2005,49,Reba McEntire,Reba Number 1s,2296.2110000000002,12,-,-,-,-,-,Contemporary Country
3599,Dec 2005,50,Katie Melua,Piece By Piece,2233.6279999999997,-,9,13,51,-,-,Easy Listening/Vocal
3600,Jan 2006,1,Eminem,Curtain Call - The Hits,7649.893,1,1,7,-,1,1,Rap
3601,Jan 2006,2,Madonna,Confessions On A Dance Floor,6345.991,15,9,3,4,2,8,Pop
3602,Jan 2006,3,James Blunt,Back To Bedlam,6266.847,13,1,3,2,2,1,Pop/Rock
3603,Jan 2006,4,The Black Eyed Peas,Monkey Business,5618.9169999999995,9,13,27,10,2,5,
3604,Jan 2006,5,Kelly Clarkson,Breakaway,5353.661,8,3,26,-,7,4,Pop
3605,Jan 2006,6,Mary J Blige,The Breakthrough,5285.103,1,42,58,49,-,-,
3606,Jan 2006,7,Enya,Amarantine,5230.055,12,56,3,9,5,19,World
3607,Jan 2006,8,Mariah Carey,The Emancipation Of Mimi,4859.782999999999,6,43,79,48,-,38,Pop
3608,Jan 2006,9,Notorious BIG,Duets - The Final Chapter,4470.267,3,13,57,121,-,-,
3609,Jan 2006,10,Nickelback,All The Right Reasons,4227.832,6,-,45,-,7,3,Rock
3610,Jan 2006,11,Jamie Foxx,Unpredictable,4173.542,1,-,-,-,-,-,R&B/Soul
3611,Jan 2006,12,Carrie Underwood,Some Hearts,4167.781,2,-,-,-,-,-,Country
3612,Jan 2006,13,The Pussycat Dolls,PCD,4132.835,15,10,29,168,-,42,Pop
3613,Jan 2006,14,Coldplay,X & Y,3920.738,43,12,14,29,-,22,Rock
3614,Jan 2006,15,System of A Down,Hypnotize,3905.491,14,61,25,41,5,27,
3615,Jan 2006,16,Gorillaz,Demon Days,3829.8979999999997,33,6,50,84,-,17,Hip-Hop/Rap
3616,Jan 2006,17,Green Day,American Idiot,3766.066,16,65,36,77,10,20,Punk
3617,Jan 2006,18,Various Artists,Now 20,3618.092,3,-,-,-,-,-,Hip-Hop/Rap
3618,Jan 2006,19,The Strokes,First Impressions Of Earth,3508.138,4,1,11,9,3,4,
3619,Jan 2006,20,Korn,See You On The Other Side,3433.8070000000002,16,-,28,56,-,26,Alternative
3620,Jan 2006,21,50 Cent,Get Rich Or Die Tryin',3406.3179999999998,25,31,20,70,8,46,Hip-Hop/Rap
3621,Jan 2006,22,Johnny Cash,Ring Of Fire - The Legend Of Johnny Cash,3360.204,10,61,-,-,6,-,Country
3622,Jan 2006,23,Robbie Williams,Intensive Care,3354.256,-,8,1,7,-,5,Pop
3623,Jan 2006,24,Green Day,Bullet In A Bible,3277.072,42,30,23,46,-,10,Punk
3624,Jan 2006,25,Chris Brown,Chris Brown,3166.176,8,-,-,-,-,-,Pop
3625,Jan 2006,26,Kanye West,Late Registration,3147.6259999999997,19,21,-,193,-,47,Hip-Hop/Rap
3626,Jan 2006,27,Fall Out Boy,From Under The Cork Tree,3138.3709999999996,11,30,-,-,-,-,Alternative
3627,Jan 2006,28,Kenny Chesney,The Road & The Radio,3024.8959999999997,5,-,-,-,-,-,Country
3628,Jan 2006,29,Jack Johnson,In Between Dreams,2987.151,57,9,44,85,-,49,Alternative Folk
3629,Jan 2006,30,Shakira,Oral Fixation - Volume 2,2960.341,36,-,12,47,-,-,World/International
3630,Jan 2006,31,Destiny's Child,Number 1s,2764.801,18,-,82,-,-,19,R&B/Soul
3631,Jan 2006,32,Lil' Wayne,Tha Carter II,2728.9790000000003,13,-,-,-,-,-,
3632,Jan 2006,33,Rascal Flatts,Feels Like Today,2699.4159999999997,13,-,-,-,-,-,Country
3633,Jan 2006,34,Il Divo,Ancora,2530.305,-,24,18,9,2,2,Easy Listening/Vocal
3634,Jan 2006,35,Ludacris & DTP,Ludacris Presents... Disturbing Tha Peace,2522.435,11,-,-,-,-,-,
3635,Jan 2006,36,Bo Bice,The Real Thing,2519.924,4,-,-,-,-,-,
3636,Jan 2006,37,Michael Buble,It's Time,2517.71,47,79,39,191,-,33,
3637,Jan 2006,38,Trace Adkins,Songs About Me,2458.208,16,-,-,-,-,-,Country
3638,Jan 2006,39,Gwen Stefani,Love Angel Music Baby,2432.322,40,68,-,42,-,41,Pop
3639,Jan 2006,40,Faith Hill,Fireflies,2407.706,19,-,-,-,-,-,Country
3640,Jan 2006,41,Keith Urban,Be Here,2319.885,25,-,-,-,-,42,Country
3641,Jan 2006,42,Daddy Yankee,Barrio Fino En Directo,2271.185,24,-,-,-,-,-,World/International
3642,Jan 2006,43,blink-182,Greatest Hits,2268.406,50,35,88,-,-,14,Rock
3643,Jan 2006,44,Bon Jovi,Have A Nice Day,2250.6020000000003,40,-,25,-,-,-,Rock & Roll
3644,Jan 2006,45,Hilary Duff,Most Wanted,2242.751,34,-,-,-,-,34,Pop
3645,Jan 2006,46,Katie Melua,Piece By Piece,2216.085,-,8,13,13,-,-,Easy Listening/Vocal
3646,Jan 2006,47,Sugarland,Twice The Speed Of Life,2172.382,30,-,-,-,-,-,Country
3647,Jan 2006,48,Franz Ferdinand,You Could Have It So Much Better,2109.856,114,23,76,66,-,46,Rock
3648,Jan 2006,49,Reba McEntire,Reba Number 1s,2079.38,24,-,-,-,-,-,Contemporary Country
3649,Jan 2006,50,Sean Paul,The Trinity,2060.8179999999998,52,-,64,12,-,-,Reggaeton y Hip-Hop
3650,Feb 2006,1,James Blunt,Back To Bedlam,6661.356,9,2,1,2,1,1,Pop/Rock
3651,Feb 2006,2,Mary J Blige,The Breakthrough,5595.004,1,40,28,25,-,-,
3652,Feb 2006,3,Eminem,Curtain Call - The Hits,5440.793000000001,3,12,8,-,1,2,Rap
3653,Feb 2006,4,Madonna,Confessions On A Dance Floor,4783.592000000001,20,11,5,5,3,11,Pop
3654,Feb 2006,5,Il Divo,Ancora,4505.241,1,45,31,25,4,9,Easy Listening/Vocal
3655,Feb 2006,6,Kelly Clarkson,Breakaway,4470.457,8,5,19,-,9,5,Pop
3656,Feb 2006,7,The Black Eyed Peas,Monkey Business,4451.134,9,26,28,10,8,7,
3657,Feb 2006,8,Johnny Cash,Ring Of Fire - The Legend Of Johnny Cash,4120.912,5,11,20,-,5,11,Country
3658,Feb 2006,9,Jamie Foxx,Unpredictable,4057.4759999999997,1,-,-,-,-,-,R&B/Soul
3659,Feb 2006,10,Notorious BIG,Duets - The Final Chapter,3801.1859999999997,5,13,55,35,-,-,
3660,Feb 2006,11,The Pussycat Dolls,PCD,3784.837,15,15,22,93,-,49,Pop
3661,Feb 2006,12,Enya,Amarantine,3762.917,21,68,4,9,-,29,World
3662,Feb 2006,13,Nickelback,All The Right Reasons,3741.1440000000002,6,-,38,-,5,2,Rock
3663,Feb 2006,14,Mariah Carey,The Emancipation Of Mimi,3533.3259999999996,6,77,86,92,-,32,Pop
3664,Feb 2006,15,Carrie Underwood,Some Hearts,3381.1690000000003,3,-,-,-,-,-,Country
3665,Feb 2006,16,Coldplay,X & Y,3376.759,47,8,14,26,-,18,Rock
3666,Feb 2006,17,Chris Brown,Chris Brown,3245.363,7,29,-,51,-,-,Pop
3667,Feb 2006,18,Gorillaz,Demon Days,3142.982,34,6,60,89,-,13,Hip-Hop/Rap
3668,Feb 2006,19,Fall Out Boy,From Under The Cork Tree,3092.094,14,23,-,-,10,-,Alternative
3669,Feb 2006,20,50 Cent,Get Rich Or Die Tryin',3012.8959999999997,30,31,15,42,-,22,Hip-Hop/Rap
3670,Feb 2006,21,The Strokes,First Impressions Of Earth,2992.8140000000003,18,15,15,28,6,15,
3671,Feb 2006,22,Jack Johnson,In Between Dreams,2869.978,60,1,44,87,-,-,Alternative Folk
